participantID	          group	               block	experimentBlockNumber	    condition	  trialNumber	            stimulus	    frames	            decision	     responseCorrect	          confidence	   confidenceRT	              points	         totalPoints	sumCorrectTrials	      stimulusDuration	      maskDuration	validOrInvalidTrial	
   NA06LF22_3	   LeftVertical	       PracticeBlock	                    0	           30	            1	            vertikal	        30	            vertikal	             correct	                   1	   8.430367e-01	        5.000000e-01	                   0	             1.0	          2.501189e-01	      5.006216e-01	              valid	
   NA06LF22_3	   LeftVertical	       PracticeBlock	                    0	           45	            2	            vertikal	        45	            vertikal	             correct	                   1	   9.766669e-01	        5.000000e-01	                   0	             2.0	          3.749340e-01	      5.007539e-01	              valid	
   NA06LF22_3	   LeftVertical	       PracticeBlock	                    0	           30	            3	          horizontal	        30	          horizontal	             correct	                   1	   4.347334e-01	        5.000000e-01	                   0	             3.0	          2.501358e-01	      5.006692e-01	              valid	
   NA06LF22_3	   LeftVertical	       PracticeBlock	                    0	           15	            4	            vertikal	        15	            vertikal	             correct	                   1	   3.516587e-01	        5.000000e-01	                   0	             4.0	          1.251936e-01	      5.006109e-01	              valid	
   NA06LF22_3	   LeftVertical	       PracticeBlock	                    0	           90	            5	          horizontal	        90	          horizontal	             correct	        9.700000e-01	   5.007098e-01	        4.991000e-01	                   0	             5.0	          7.501144e-01	      5.007163e-01	              valid	
   NA06LF22_3	   LeftVertical	       PracticeBlock	                    0	           90	            6	            vertikal	        90	            vertikal	             correct	                   1	   4.932788e-01	        5.000000e-01	                   0	             6.0	          7.499579e-01	      5.006594e-01	              valid	
   NA06LF22_3	   LeftVertical	       PracticeBlock	                    0	           60	            7	            vertikal	        60	            vertikal	             correct	                   1	   4.181335e-01	        5.000000e-01	                   0	             7.0	          4.999008e-01	      4.999938e-01	              valid	
   NA06LF22_3	   LeftVertical	       PracticeBlock	                    0	           45	            8	          horizontal	        45	          horizontal	             correct	                   1	   3.434335e-01	        5.000000e-01	                   0	             8.0	          3.749383e-01	      5.006735e-01	              valid	
   NA06LF22_3	   LeftVertical	       PracticeBlock	                    0	           60	            9	          horizontal	        60	          horizontal	             correct	                   1	   5.182984e-01	        5.000000e-01	                   0	             9.0	          5.000124e-01	      5.008067e-01	              valid	
   NA06LF22_3	   LeftVertical	       PracticeBlock	                    0	           15	           10	          horizontal	        15	          horizontal	             correct	                   1	   8.350779e-01	        5.000000e-01	                   0	            10.0	          1.249185e-01	      5.001013e-01	              valid	
