participantID	          group	               block	experimentBlockNumber	    condition	  trialNumber	            stimulus	    frames	            decision	     responseCorrect	          confidence	   confidenceRT	              points	         totalPoints	sumCorrectTrials	      stimulusDuration	      maskDuration	validOrInvalidTrial	
   DL06FA16_1	 LeftHorizontal	       PracticeBlock	                    0	           30	            1	          horizontal	        30	          indecisive	          indecisive	        5.000000e-01	   1.341850e+01	        2.500000e-01	                   0	             0.5	          2.499446e-01	      4.999670e-01	              valid	
   DL06FA16_1	 LeftHorizontal	       PracticeBlock	                    0	           15	            2	          horizontal	        15	          indecisive	          indecisive	        5.000000e-01	   7.334780e+00	        2.500000e-01	                   0	             1.0	          1.250583e-01	      5.006663e-01	              valid	
   DL06FA16_1	 LeftHorizontal	       PracticeBlock	                    0	           30	            3	            vertikal	        30	            vertikal	             correct	                   1	   3.884875e+00	        5.000000e-01	                   0	             2.0	          2.500651e-01	      4.999535e-01	              valid	
   DL06FA16_1	 LeftHorizontal	       PracticeBlock	                    0	           45	            4	            vertikal	        45	            vertikal	             correct	        8.900000e-01	   2.668076e+00	        4.879000e-01	                   0	             3.0	          3.750839e-01	      5.006755e-01	              valid	
   DL06FA16_1	 LeftHorizontal	       PracticeBlock	                    0	           60	            5	            vertikal	        60	            vertikal	             correct	                   1	   1.151346e+00	        5.000000e-01	                   0	             4.0	          5.000274e-01	      5.007305e-01	              valid	
   DL06FA16_1	 LeftHorizontal	       PracticeBlock	                    0	           45	            6	          horizontal	        45	          horizontal	             correct	                   1	   1.010474e+00	        5.000000e-01	                   0	             5.0	          3.749337e-01	      4.999310e-01	              valid	
   DL06FA16_1	 LeftHorizontal	       PracticeBlock	                    0	           90	            7	          horizontal	        90	          horizontal	             correct	        9.900000e-01	   1.542622e+00	        4.999000e-01	                   0	             6.0	          7.499263e-01	      5.007549e-01	              valid	
   DL06FA16_1	 LeftHorizontal	       PracticeBlock	                    0	           15	            8	            vertikal	        15	          horizontal	           incorrect	        6.200000e-01	   3.767329e+00	        1.156000e-01	                   0	             6.0	          1.249694e-01	      5.006087e-01	              valid	
   DL06FA16_1	 LeftHorizontal	       PracticeBlock	                    0	           90	            9	            vertikal	        90	            vertikal	             correct	                   1	   1.025822e+00	        5.000000e-01	                   0	             7.0	          7.498234e-01	      5.007437e-01	              valid	
   DL06FA16_1	 LeftHorizontal	       PracticeBlock	                    0	           60	           10	          horizontal	        60	          horizontal	             correct	                   1	   1.017406e+00	        5.000000e-01	                   0	             8.0	          5.000627e-01	      5.006587e-01	              valid	
   DL06FA16_1	 LeftHorizontal	   FastPracticeBlock	                    0	           12	           11	            vertikal	        12	            vertikal	             correct	        6.700000e-01	   2.827524e+00	        3.911000e-01	                   0	             1.0	          1.001347e-01	      4.999571e-01	              valid	
   DL06FA16_1	 LeftHorizontal	   FastPracticeBlock	                    0	            6	           12	            vertikal	         6	          horizontal	           incorrect	        7.000000e-01	   3.184778e+00	        1.000000e-02	                   0	             1.0	          5.005800e-02	      5.007552e-01	              valid	
   DL06FA16_1	 LeftHorizontal	   FastPracticeBlock	                    0	            8	           13	          horizontal	         8	          horizontal	             correct	        5.800000e-01	   4.151323e+00	        3.236000e-01	                   0	             2.0	          6.670850e-02	      5.007418e-01	              valid	
   DL06FA16_1	 LeftHorizontal	   FastPracticeBlock	                    0	            6	           14	          horizontal	         6	          horizontal	             correct	        6.000000e-01	   2.817681e+00	        3.400000e-01	                   0	             3.0	          4.986810e-02	      5.007416e-01	              valid	
   DL06FA16_1	 LeftHorizontal	   FastPracticeBlock	                    0	            4	           15	            vertikal	         4	          indecisive	          indecisive	        5.000000e-01	   9.674294e-01	        2.500000e-01	                   0	             3.5	          3.314840e-02	      5.007946e-01	              valid	
   DL06FA16_1	 LeftHorizontal	   FastPracticeBlock	                    0	           12	           16	          horizontal	        12	          horizontal	             correct	        5.800000e-01	   3.152695e+00	        3.236000e-01	                   0	             4.5	          9.998780e-02	      4.999785e-01	              valid	
   DL06FA16_1	 LeftHorizontal	   FastPracticeBlock	                    0	            4	           17	          horizontal	         4	            vertikal	           incorrect	        6.000000e-01	   2.167326e+00	        1.400000e-01	                   0	             4.5	          3.315930e-02	      5.007859e-01	              valid	
   DL06FA16_1	 LeftHorizontal	   FastPracticeBlock	                    0	            2	           18	            vertikal	         2	          indecisive	          indecisive	        5.000000e-01	   2.677138e+00	        2.500000e-01	                   0	             5.0	          1.664360e-02	      5.006255e-01	              valid	
   DL06FA16_1	 LeftHorizontal	   FastPracticeBlock	                    0	            8	           19	            vertikal	         8	            vertikal	             correct	        6.000000e-01	   4.184279e+00	        3.400000e-01	                   0	             6.0	          6.661650e-02	      5.006679e-01	              valid	
   DL06FA16_1	 LeftHorizontal	   FastPracticeBlock	                    0	            2	           20	          horizontal	         2	          indecisive	          indecisive	        5.000000e-01	   2.775759e+00	        2.500000e-01	                   0	             6.5	          1.651290e-02	      5.006794e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            2	           21	            vertikal	         2	          indecisive	          indecisive	        5.000000e-01	   3.469039e+00	        2.500000e-01	        2.500000e-01	             0.5	          1.665040e-02	      5.001644e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            1	           22	            vertikal	         1	          indecisive	          indecisive	        5.000000e-01	   4.685167e+00	        2.500000e-01	        5.000000e-01	             1.0	          8.353100e-03	      5.006811e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            4	           23	            vertikal	         4	            vertikal	             correct	        6.000000e-01	   5.518132e+00	        3.400000e-01	        8.400000e-01	             2.0	          3.313720e-02	      5.008243e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            6	           24	          horizontal	         6	          horizontal	             correct	        6.400000e-01	   4.285334e+00	        3.704000e-01	        1.210400e+00	             3.0	          5.038310e-02	      4.998991e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            4	           25	            vertikal	         4	            vertikal	             correct	        6.100000e-01	   5.693202e+00	        3.479000e-01	        1.558300e+00	             4.0	          3.335570e-02	      5.005739e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            2	           26	            vertikal	         2	          indecisive	          indecisive	        5.000000e-01	   5.709872e+00	        2.500000e-01	        1.808300e+00	             4.5	          1.650630e-02	      5.007874e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            2	           27	          horizontal	         2	          horizontal	             correct	        6.000000e-01	   4.909651e+00	        3.400000e-01	        2.148300e+00	             5.5	          1.680810e-02	      5.006693e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            1	           28	          horizontal	         1	          indecisive	          indecisive	        5.000000e-01	   2.751307e+00	        2.500000e-01	        2.398300e+00	             6.0	          8.130400e-03	      5.008182e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            3	           29	            vertikal	         3	          indecisive	          indecisive	        5.000000e-01	   2.151651e+00	        2.500000e-01	        2.648300e+00	             6.5	          2.517320e-02	      4.999561e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            6	           30	            vertikal	         6	            vertikal	             correct	        5.800000e-01	   4.443448e+00	        3.236000e-01	        2.971900e+00	             7.5	          4.982730e-02	      4.999581e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            3	           31	          horizontal	         3	          indecisive	          indecisive	        5.000000e-01	   1.034293e+00	        2.500000e-01	        3.221900e+00	             8.0	          2.484970e-02	      5.006716e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            1	           32	          horizontal	         1	          horizontal	             correct	        6.000000e-01	   6.984923e+00	        3.400000e-01	        3.561900e+00	             9.0	          8.307200e-03	      5.000075e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            4	           33	          horizontal	         4	            vertikal	           incorrect	        5.800000e-01	   8.310189e+00	        1.636000e-01	        3.725500e+00	             9.0	          3.317660e-02	      5.006739e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            6	           34	            vertikal	         6	          horizontal	           incorrect	        6.400000e-01	   3.692913e+00	        9.040000e-02	        3.815900e+00	             9.0	          5.018750e-02	      4.999568e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            3	           35	            vertikal	         3	          indecisive	          indecisive	        5.000000e-01	   3.968844e+00	        2.500000e-01	        4.065900e+00	             9.5	          2.486870e-02	      5.007034e-01	              valid	
   DL06FA16_1	 LeftHorizontal	     ExperimentBlock	                    1	            2	           36	          horizontal	         2	          indecisive	          indecisive	        5.000000e-01	   1.112672e+01	        2.500000e-01	        4.315900e+00	            10.0	          1.661220e-02	      5.007621e-01	              valid	
