participantID	          group	               block	experimentBlockNumber	    condition	  trialNumber	            stimulus	    frames	            decision	     responseCorrect	          confidence	   confidenceRT	              points	         totalPoints	sumCorrectTrials	      stimulusDuration	      maskDuration	validOrInvalidTrial	
   IG05NS23_1	 LeftHorizontal	       PracticeBlock	                    0	           45	            1	          horizontal	        45	          indecisive	          indecisive	        5.000000e-01	   4.435138e+00	        2.500000e-01	                   0	             0.5	          3.748985e-01	      5.006396e-01	              valid	
   IG05NS23_1	 LeftHorizontal	       PracticeBlock	                    0	           15	            2	          horizontal	        15	          horizontal	             correct	        9.300000e-01	   1.350808e+00	        4.951000e-01	                   0	             1.5	          1.251183e-01	      5.005921e-01	              valid	
   IG05NS23_1	 LeftHorizontal	       PracticeBlock	                    0	           15	            3	            vertikal	        15	            vertikal	             correct	        9.000000e-01	   8.680031e-01	        4.900000e-01	                   0	             2.5	          1.251541e-01	      5.004985e-01	              valid	
   IG05NS23_1	 LeftHorizontal	       PracticeBlock	                    0	           60	            4	          horizontal	        60	          horizontal	             correct	        9.500000e-01	   1.750941e+00	        4.975000e-01	                   0	             3.5	          5.001613e-01	      5.007707e-01	              valid	
   IG05NS23_1	 LeftHorizontal	       PracticeBlock	                    0	           30	            5	          horizontal	        30	          horizontal	             correct	        8.300000e-01	   1.293055e+00	        4.711000e-01	                   0	             4.5	          2.502395e-01	      4.998041e-01	              valid	
   IG05NS23_1	 LeftHorizontal	       PracticeBlock	                    0	           45	            6	            vertikal	        45	            vertikal	             correct	        8.900000e-01	   1.243071e+00	        4.879000e-01	                   0	             5.5	          3.746837e-01	      5.006700e-01	              valid	
   IG05NS23_1	 LeftHorizontal	       PracticeBlock	                    0	           90	            7	            vertikal	        90	            vertikal	             correct	                   1	   2.475821e+00	        5.000000e-01	                   0	             6.5	          7.503314e-01	      5.006623e-01	              valid	
   IG05NS23_1	 LeftHorizontal	       PracticeBlock	                    0	           30	            8	            vertikal	        30	            vertikal	             correct	                   1	   8.335511e+00	        5.000000e-01	                   0	             7.5	          2.499487e-01	      5.006248e-01	              valid	
   IG05NS23_1	 LeftHorizontal	       PracticeBlock	                    0	           90	            9	          horizontal	        90	          horizontal	             correct	                   1	   6.848189e-01	        5.000000e-01	                   0	             8.5	          7.502647e-01	      5.006447e-01	              valid	
   IG05NS23_1	 LeftHorizontal	       PracticeBlock	                    0	           60	           10	            vertikal	        60	            vertikal	             correct	                   1	   7.177569e-01	        5.000000e-01	                   0	             9.5	          4.998038e-01	      5.007792e-01	              valid	
   IG05NS23_1	 LeftHorizontal	   FastPracticeBlock	                    0	            4	           11	            vertikal	         4	          horizontal	           incorrect	                   1	   1.143914e+00	       -5.000000e-01	                   0	             0.0	          3.336160e-02	      5.001454e-01	              valid	
   IG05NS23_1	 LeftHorizontal	   FastPracticeBlock	                    0	            2	           12	            vertikal	         2	          indecisive	          indecisive	        5.000000e-01	   1.442662e+00	        2.500000e-01	                   0	             0.5	          1.663550e-02	      5.007674e-01	              valid	
   IG05NS23_1	 LeftHorizontal	   FastPracticeBlock	                    0	           12	           13	            vertikal	        12	            vertikal	             correct	        6.900000e-01	   2.093652e+00	        4.039000e-01	                   0	             1.5	          1.000741e-01	      5.007340e-01	              valid	
   IG05NS23_1	 LeftHorizontal	   FastPracticeBlock	                    0	            6	           14	          horizontal	         6	          horizontal	             correct	        6.100000e-01	   2.859229e+00	        3.479000e-01	                   0	             2.5	          4.999500e-02	      5.005958e-01	              valid	
   IG05NS23_1	 LeftHorizontal	   FastPracticeBlock	                    0	            6	           15	            vertikal	         6	            vertikal	             correct	        5.700000e-01	   2.701867e+00	        3.151000e-01	                   0	             3.5	          5.013440e-02	      4.996884e-01	              valid	
   IG05NS23_1	 LeftHorizontal	   FastPracticeBlock	                    0	            8	           16	            vertikal	         8	            vertikal	             correct	        6.600000e-01	   1.175474e+00	        3.844000e-01	                   0	             4.5	          6.640680e-02	      5.008379e-01	              valid	
   IG05NS23_1	 LeftHorizontal	   FastPracticeBlock	                    0	           12	           17	          horizontal	        12	          horizontal	             correct	        7.500000e-01	   1.300715e+00	        4.375000e-01	                   0	             5.5	          1.000223e-01	      5.008313e-01	              valid	
