participantID	          group	               block	experimentBlockNumber	    condition	  trialNumber	            stimulus	    frames	            decision	     responseCorrect	          confidence	   confidenceRT	              points	         totalPoints	sumCorrectTrials	      stimulusDuration	      maskDuration	validOrInvalidTrial	
   ER05NG19_3	   LeftVertical	       PracticeBlock	                    0	           30	            1	          horizontal	        30	          horizontal	             correct	                   1	   1.801087e+00	        5.000000e-01	                   0	             1.0	          2.500452e-01	      5.005145e-01	              valid	
   ER05NG19_3	   LeftVertical	       PracticeBlock	                    0	           15	            2	          horizontal	        15	          horizontal	             correct	                   1	   7.102701e-01	        5.000000e-01	                   0	             2.0	          1.249155e-01	      5.000658e-01	              valid	
   ER05NG19_3	   LeftVertical	       PracticeBlock	                    0	           90	            3	          horizontal	        90	          horizontal	             correct	                   1	   5.349925e-01	        5.000000e-01	                   0	             3.0	          7.498123e-01	      5.001449e-01	              valid	
   ER05NG19_3	   LeftVertical	       PracticeBlock	                    0	           45	            4	            vertikal	        45	            vertikal	             correct	                   1	   6.014605e-01	        5.000000e-01	                   0	             4.0	          3.749399e-01	      5.005470e-01	              valid	
   ER05NG19_3	   LeftVertical	       PracticeBlock	                    0	           60	            5	            vertikal	        60	            vertikal	             correct	                   1	   5.935416e-01	        5.000000e-01	                   0	             5.0	          4.999765e-01	      5.001689e-01	              valid	
   ER05NG19_3	   LeftVertical	       PracticeBlock	                    0	           90	            6	            vertikal	        90	            vertikal	             correct	                   1	   6.346531e-01	        5.000000e-01	                   0	             6.0	          7.499159e-01	      5.000453e-01	              valid	
   ER05NG19_3	   LeftVertical	       PracticeBlock	                    0	           30	            7	            vertikal	        30	            vertikal	             correct	                   1	   6.677706e-01	        5.000000e-01	                   0	             7.0	          2.494824e-01	      5.006003e-01	              valid	
   ER05NG19_3	   LeftVertical	       PracticeBlock	                    0	           15	            8	            vertikal	        15	            vertikal	             correct	        9.900000e-01	   6.349822e-01	        4.999000e-01	                   0	             8.0	          1.249487e-01	      5.000114e-01	              valid	
   ER05NG19_3	   LeftVertical	       PracticeBlock	                    0	           60	            9	          horizontal	        60	          horizontal	             correct	                   1	   5.353465e-01	        5.000000e-01	                   0	             9.0	          5.001232e-01	      5.006482e-01	              valid	
   ER05NG19_3	   LeftVertical	       PracticeBlock	                    0	           45	           10	          horizontal	        45	          horizontal	             correct	                   1	   6.343034e-01	        5.000000e-01	                   0	            10.0	          3.749130e-01	      5.007975e-01	              valid	
   ER05NG19_3	   LeftVertical	   FastPracticeBlock	                    0	            2	           11	          horizontal	         2	          horizontal	             correct	        7.500000e-01	   1.109517e+00	        4.375000e-01	                   0	             1.0	          1.600624e-02	      5.007543e-01	              valid	
   ER05NG19_3	   LeftVertical	   FastPracticeBlock	                    0	            2	           12	            vertikal	         2	            vertikal	             correct	        5.900000e-01	   8.180943e-01	        3.319000e-01	                   0	             2.0	          1.654180e-02	      5.008206e-01	              valid	
   ER05NG19_3	   LeftVertical	   FastPracticeBlock	                    0	           12	           13	            vertikal	        12	            vertikal	             correct	                   1	   4.680745e-01	        5.000000e-01	                   0	             3.0	          1.001096e-01	      5.006673e-01	              valid	
   ER05NG19_3	   LeftVertical	   FastPracticeBlock	                    0	            6	           14	          horizontal	         6	          horizontal	             correct	                   1	   4.169633e-01	        5.000000e-01	                   0	             4.0	          4.991660e-02	      5.006088e-01	              valid	
   ER05NG19_3	   LeftVertical	   FastPracticeBlock	                    0	           12	           15	          horizontal	        12	          horizontal	             correct	                   1	   3.516573e-01	        5.000000e-01	                   0	             5.0	          9.999680e-02	      5.006105e-01	              valid	
   ER05NG19_3	   LeftVertical	   FastPracticeBlock	                    0	            6	           16	            vertikal	         6	            vertikal	             correct	                   1	   4.766777e-01	        5.000000e-01	                   0	             6.0	          5.011260e-02	      5.007048e-01	              valid	
