participantID	          group	               block	experimentBlockNumber	    condition	  trialNumber	            stimulus	    frames	            decision	     responseCorrect	          confidence	   confidenceRT	              points	         totalPoints	sumCorrectTrials	      stimulusDuration	      maskDuration	validOrInvalidTrial	
   ER07LF30_2	   LeftVertical	       PracticeBlock	                    0	           30	            1	          horizontal	        30	          horizontal	             correct	                   1	   1.209757e+00	        5.000000e-01	                   0	             1.0	          2.498785e-01	      5.006886e-01	              valid	
   ER07LF30_2	   LeftVertical	       PracticeBlock	                    0	           90	            2	          horizontal	        90	          horizontal	             correct	                   1	   6.594196e-01	        5.000000e-01	                   0	             2.0	          7.498909e-01	      5.008259e-01	              valid	
   ER07LF30_2	   LeftVertical	       PracticeBlock	                    0	           45	            3	          horizontal	        45	          horizontal	             correct	                   1	   6.513783e-01	        5.000000e-01	                   0	             3.0	          3.750065e-01	      4.999740e-01	              valid	
   ER07LF30_2	   LeftVertical	       PracticeBlock	                    0	           15	            4	            vertikal	        15	            vertikal	             correct	                   1	   8.767536e-01	        5.000000e-01	                   0	             4.0	          1.249378e-01	      5.006486e-01	              valid	
   ER07LF30_2	   LeftVertical	       PracticeBlock	                    0	           45	            5	            vertikal	        45	            vertikal	             correct	                   1	   3.928235e-01	        5.000000e-01	                   0	             5.0	          3.748886e-01	      5.007944e-01	              valid	
   ER07LF30_2	   LeftVertical	       PracticeBlock	                    0	           15	            6	          horizontal	        15	          horizontal	             correct	                   1	   7.185882e-01	        5.000000e-01	                   0	             6.0	          1.251946e-01	      4.999160e-01	              valid	
   ER07LF30_2	   LeftVertical	       PracticeBlock	                    0	           60	            7	          horizontal	        60	          horizontal	             correct	                   1	   3.600655e-01	        5.000000e-01	                   0	             7.0	          5.001530e-01	      5.007574e-01	              valid	
   ER07LF30_2	   LeftVertical	       PracticeBlock	                    0	           60	            8	            vertikal	        60	            vertikal	             correct	                   1	   6.180179e-01	        5.000000e-01	                   0	             8.0	          4.997766e-01	      5.008914e-01	              valid	
   ER07LF30_2	   LeftVertical	       PracticeBlock	                    0	           90	            9	            vertikal	        90	            vertikal	             correct	                   1	   7.759591e-01	        5.000000e-01	                   0	             9.0	          7.499337e-01	      5.007080e-01	              valid	
   ER07LF30_2	   LeftVertical	       PracticeBlock	                    0	           30	           10	            vertikal	        30	            vertikal	             correct	                   1	   4.848651e-01	        5.000000e-01	                   0	            10.0	          2.501803e-01	      5.004879e-01	              valid	
   ER07LF30_2	   LeftVertical	   FastPracticeBlock	                    0	           12	           11	            vertikal	        12	            vertikal	             correct	                   1	   5.844998e-01	        5.000000e-01	                   0	             1.0	          1.003681e-01	      5.006020e-01	              valid	
   ER07LF30_2	   LeftVertical	   FastPracticeBlock	                    0	            4	           12	          horizontal	         4	          horizontal	             correct	                   1	   6.183860e-01	        5.000000e-01	                   0	             2.0	          3.319390e-02	      5.007807e-01	              valid	
